label,area,bbox_area,centroid-0,centroid-1,centroid-2,equivalent_diameter_area,extent,mean_intensity,max_intensity,min_intensity,volume,compactness,timepoint,subfolder
18,1154.0,4992.0,10.61785095320624,249.31369150779895,311.97660311958407,13.013748082754725,0.2311698717948718,0.5501495599746704,1.0,0.008241050876677036,1154.0,4.325823219821643,3,01
19,43.0,180.0,10.930232558139535,309.3488372093023,1.9767441860465116,4.34666941315382,0.2388888888888889,0.7716761827468872,1.0,0.3188256621360779,43.0,4.186046414277991,3,01
20,710.0,960.0,12.52112676056338,197.7112676056338,40.96056338028169,11.068444085255278,0.7395833333333334,0.6539774537086487,1.0,0.016482101753354073,710.0,1.352112674151954,3,01
21,285.0,864.0,11.43859649122807,252.4280701754386,44.63157894736842,8.164860065020097,0.3298611111111111,0.4342564046382904,1.0,0.0118465106934309,285.0,3.031578936731302,3,01
22,208.0,672.0,13.721153846153847,211.91826923076923,36.58653846153846,7.351143561296219,0.30952380952380953,0.6204077005386353,1.0,0.037084728479385376,208.0,3.2307692152366867,3,01
23,686.0,1568.0,14.103498542274053,410.11078717201167,454.1938775510204,10.942296985154808,0.4375,0.6602950692176819,1.0,0.015451970510184765,686.0,2.2857142823823406,3,01
24,381.0,1512.0,14.433070866141732,417.7007874015748,477.0997375328084,8.994467380736001,0.251984126984127,0.618236243724823,1.0,0.0118465106934309,381.0,3.968503926591853,3,01
25,1047.0,1596.0,16.470869149952243,378.26074498567334,387.55969436485196,12.598418179283204,0.6560150375939849,0.6196987628936768,1.0,0.007725985255092382,1047.0,1.524355299403672,3,01
26,516.0,1521.0,15.891472868217054,383.12984496124034,15.562015503875969,9.951388769816221,0.33925049309664695,0.3683118522167206,1.0,0.012361575849354267,516.0,2.9476744128921037,3,01
27,787.0,2142.0,17.61118170266836,441.6518424396442,167.52986022871664,11.454919372661337,0.3674136321195145,0.7579600214958191,1.0,0.021632758900523186,787.0,2.7217280778631157,3,01
28,487.0,1938.0,15.825462012320328,480.8377823408624,412.3100616016427,9.76135512427311,0.25128998968008254,0.3997771739959717,1.0,0.012361575849354267,487.0,3.979466110925121,3,01
29,437.0,1584.0,20.64988558352403,187.5949656750572,394.8558352402746,9.415157834843985,0.2758838383838384,0.7174128293991089,1.0,0.012876641936600208,437.0,3.624713950515529,3,01
30,149.0,252.0,20.651006711409394,163.9261744966443,183.06711409395973,6.57752562495326,0.5912698412698413,0.3057934641838074,0.6288951635360718,0.03553953021764755,149.0,1.6912751564343949,3,01
31,723.0,1276.0,21.510373443983404,169.57261410788382,328.4190871369295,11.135589812108375,0.5666144200626959,0.46044984459877014,1.0,0.0118465106934309,723.0,1.7648686006018415,3,01
32,798.0,1800.0,21.325814536340854,173.09899749373434,371.4611528822055,11.50804159674068,0.44333333333333336,0.3930867612361908,1.0,0.0118465106934309,798.0,2.2556390949177456,3,01
33,903.0,4896.0,21.513842746400886,212.90365448504983,317.4795127353267,11.992131330686412,0.18443627450980393,0.41308438777923584,1.0,0.009271182119846344,903.0,5.421926904294654,3,01
34,631.0,1088.0,21.388272583201267,236.5974643423138,347.0348652931854,10.641681232168388,0.5799632352941176,0.5188372135162354,1.0,0.012361575849354267,631.0,1.7242472238918427,3,01
35,876.0,2460.0,22.568493150684933,382.40296803652967,329.5981735159817,11.871396977233578,0.35609756097560974,0.27854204177856445,1.0,0.008756116032600403,876.0,2.808219174876462,3,01
36,116.0,675.0,22.913793103448278,504.66379310344826,280.62068965517244,6.050897399235387,0.17185185185185184,0.33013492822647095,0.8225598931312561,0.029358742758631706,116.0,5.818965467077884,3,01
1,559.0,5760.0,7.946332737030412,356.18067978533094,288.5348837209302,10.220474567203405,0.09704861111111111,0.5018698573112488,1.0,0.008769667707383633,559.0,10.304114471727882,4,01
2,1044.0,1520.0,8.114942528735632,398.21360153256705,140.06417624521072,12.586373795096367,0.6868421052631579,0.5356594920158386,1.0,0.006706216372549534,1044.0,1.4559386959234302,4,01
3,833.0,7200.0,7.959183673469388,420.3265306122449,118.31932773109244,11.673886316031197,0.11569444444444445,0.4749436378479004,1.0,0.00825380440801382,833.0,8.643457372576881,4,01
4,818.0,7936.0,7.579462102689487,437.35696821515893,357.23471882640587,11.603390114444608,0.10307459677419355,0.43692314624786377,1.0,0.007737941574305296,818.0,9.70171147958226,4,01
5,1833.0,3864.0,8.993453355155482,426.02564102564105,464.9809056192035,15.184061270679596,0.47437888198757766,0.7731813788414001,1.0,0.011348981410264969,1833.0,2.1080196387844956,4,01
6,1668.0,10780.0,8.745203836930456,471.14208633093523,41.26139088729017,14.714058374316302,0.15473098330241186,0.5047975778579712,1.0,0.007222078740596771,1668.0,6.4628297323364325,4,01
7,1740.0,9010.0,7.950574712643678,482.60402298850573,244.84942528735633,14.92279622652915,0.19311875693673697,0.4298253059387207,1.0,0.006706216372549534,1740.0,5.178160916564275,4,01
8,975.0,1800.0,8.003076923076923,151.99589743589743,379.41846153846154,12.302744301790183,0.5416666666666666,0.4135102927684784,1.0,0.007737941574305296,975.0,1.8461538442603551,4,01
